id,context,prompt,response,label
8a466ead-2070-43c2-b6bb-705861168278,"Cách mạng Tân Hợi lật đổ chế độ quân chủ kéo dài hai nghìn năm tại Trung Quốc, kiến lập nước cộng hòa. Trung Hoa Dân Quốc thời kỳ 1912-1949 là một thời đại phân liệt trong lịch sử Trung Quốc, từ Cách mạng Tân Hợi đến Cách mạng lần hai, Chiến tranh Hộ pháp, Chiến tranh Bắc phạt, Quân phiệt hỗn chiến, Chiến tranh kháng Nhật, Quốc-Cộng nội chiến, chưa thời gian nào có được hòa bình thực sự. Nhân dân Trung Quốc trong thời kỳ này chịu thương vong lớn do chiến tranh và thiên tai, chính phủ phát hành quá nhiều tiền gây nên lạm phát phi mã; Liên Xô xâm nhập khiến Ngoại Mông Cổ độc lập, Anh Quốc can thiệp khiến Tây Tạng độc lập trên thực tế; đối diện với Nhật Bản xâm nhập, Chính phủ Quốc dân liên tục triệt thoái, sau khi để mất quyền khống chế gần nửa lãnh thổ cuối cùng đánh bại Nhật Bản với trợ giúp từ Đồng Minh, đồng thời tiếp nhận Đài Loan và Bành Hồ từ Nhật Bản. Sau đại chiến, Trung Hoa Dân Quốc tham gia sáng lập Liên Hiệp Quốc, là một trong năm thành viên thường trực của Hội đồng Bảo an Liên Hiệp Quốc, Trung Hoa Dân Quốc trở thành một cường quốc lớn mạnh và tạo lập địa vị quốc tế vững chắc của mình sau đại chiến.",Các nguyên nhân gây nên sự mất mát lớn về số người Trung Quốc trong giai đoạn 1912-1949 là gì?,"Ngoài chiến tranh và thiên tai, nạn đói lớn năm 1936 cũng là một nguyên nhân gây thiệt hại nặng nề về nhân mạng. Hệ thống y tế kém phát triển và dịch bệnh như dịch cúm năm 1918-1919 cũng góp phần vào sự mất mát này.",extrinsic
e88065bf-aa3b-4075-b802-4a187734ec7b,"Một số sai biệt khi so sánh với sự phát triển thông thường cũng được ghi nhận. Sinh sản đơn tính, hay sự phát triển của phôi từ tế bào trứng mà không cần sự thụ phấn, đã được miêu tả đối với các loài của các chi Thalictrum, Antennaria và Alchemilla. Đa phôi nói chung gắn liền với sự phát triển của các tế bào hơn là từ tế bào trứng. Vì thế trong các chi Erythronium và Limnocharis thì tế bào trứng có thể tạo ra một lượng mô mà một vài phôi được tạo ra từ đó. Các trường hợp cá biệt chỉ ra rằng bất kỳ tế bào nào trong túi phôi có thể cũng tạo ra phôi, ví dụ tế bào trứng phát triển không đầy đủ trong các loài thuộc chi Mimosa, Iris và Allium, và trong chi cuối cùng đã nêu thì các tế bào đối cực cũng có thể. Trong chi Coelebogyne (họ Euphorbiaceae) và Funkia (họ Liliaceae) đa phôi được tạo ra từ việc sản xuất ngẫu nhiên các phôi từ các tế bào của phôi tâm xung quanh đỉnh của túi phôi. Ở các loài thuộc chi Allium, các phôi cũng đã được phát hiện là phát triển thành cùng một cá thể từ tế bào trứng, tế bào trứng không phát triển đầy đủ, tế bào đối cực và các tế bào của phôi tâm. Ở hai loài thuộc chi Balanophora sinh trưởng ở khu vực Malaya, phôi được phát triển từ tế bào của nội nhũ, nó chỉ được hình thành từ nhân có cực phía trên và bộ phận trứng bị phá hủy. Trường hợp vừa đề cập này có thể coi như là biểu hiện của sự phát triển sinh sản vô giao của thể bào tử từ thể giao tử khi so sánh với trường hợp sinh sản vô giao được miêu tả đối với các loài dương xỉ. Sự đa dạng của các trường hợp dị thường này, như đã chỉ ra trong các ví dụ trên đây, là lý do để người ta cần cân nhắc kỹ hơn trong việc thiết lập các nguyên lý hình thái cụ thể đối với thực vật có hoa.","Những chi nào, ngoài chi Coelebogyne, đa phôi được hình thành từ việc sản xuất ngẫu nhiên các phôi có nguồn gốc từ các tế bào của phôi tâm xung quanh đỉnh của túi phôi?","Ngoài chi Coelebogyne, chi Antennaria và Alchemilla cũng là những chi mà đa phôi được hình thành từ sản xuất ngẫu nhiên các phôi có nguồn gốc từ các tế bào của phôi tâm xung quanh đỉnh của túi phôi.",intrinsic
355c292d-44a7-4ff6-80ae-9a50dc7b8e68,"Đồng Tháp là tỉnh rất nghèo về tài nguyên khoáng sản, chủ yếu có: Cát xây dựng các loại, phân bố ở ven sông, cồn hoặc các cù lao, là mặt hàng chiến lược của tỉnh trong xây dựng. Sét gạch ngói có trong phù sa cổ, trầm tích biển, trầm tích sông, trầm tích đầm lầy, phân bố rộng khắp trên địa bàn tỉnh với trữ lượng lớn. Sét cao lanh có nguồn trầm tích sông, phân bố ở các huyện phía bắc tỉnh. Than bùn có nguồn gốc trầm tích từ thế kỷ thứ IV, phân bố ở huyện Tam Nông, Tháp Mười với trữ lượng khoảng 2 triệu m3.","Trong trầm tích sông ở Đồng Tháp, ngoài sét gạch ngói, có phải còn có mỏ kim cương không?","Trong trầm tích sông ở Đồng Tháp, ngoài sét gạch ngói và sét cao lanh, không có mỏ kim cương. Tuy nhiên, khu vực này từng được khảo sát cho mục đích khai thác vàng, mặc dù không có kết quả đáng kể.",extrinsic
7123ff16-c37c-4beb-868d-74aaed9cfbd1,"Ngày 21/9/1945, Thiếu tướng Anh Gracey ra bản Thông cáo số 1 tuyên bố sẽ duy trì pháp luật và trật tự ở Đông Dương phía Nam vĩ tuyến 16. Ông cấm tất cả các loại báo vì họ đưa tin sắp xảy ra nổi loạn và nội chiến trừ đài Sài Gòn và các báo của người Pháp. Trong 24 giờ sau, tình hình trở nên cực kỳ tồi tệ. Các vụ phá hoại, cướp bóc, hành hung, bắt cóc,... do cả hai phía Pháp Việt gây ra bùng nổ đáng sợ. Để đối phó với tình hình, ngay sau đó, tướng Gracey ra lệnh thiết quân luật. Quân đội Anh sẽ thực hiện giới nghiêm; cấm tụ tập, hội họp, biểu tình công khai; hạn chế đi lại ở một số khu vực; cấm mang vũ khí; thiết lập toà án binh để xử các vụ vi phạm trật tự, xử tử hình đối với tội cướp bóc và phá hoại. Gracey cũng cho sáp nhập cảnh sát Việt Nam vào quân đội Anh coi như một đơn vị dưới quyền chỉ huy của ông.","Gracey bắt đầu ngăn chặn tình hình mâu thuẫn của Pháp và Việt trở nên xấu từ khi ông ra bản Thông cáo số 1 tuyên bố sẽ duy trì pháp luật và trật tự ở Đông Dương phía Nam vĩ tuyến 16 vào ngày 21/9/1945, mặc dù lúc đó không có bất kỳ dấu hiệu nào cho thấy tình trạng bất ổn.","Gracey ra bản Thông cáo số 1 vào ngày 21/9/1945, nhưng tình hình đã yên bình và không có bất kỳ vụ phá hoại hay cướp bóc nào xảy ra sau đó.",intrinsic
eca5f00a-9ea1-4c66-89f0-84dbb29c20df,"Niue là một hòn đảo rộng 269 km² ở Nam Thái Bình Dương, phía đông của Tonga. Tọa độ 19°03′48″S 169°52′11″W Niue là một trong những hòn đảo san hô lớn nhất. Địa hình có các vách đá vôi dốc đứng dọc theo bờ biển trong khi cao nguyên trung tâm cao 60m so với mực nước biển. Các vỉa san hô ngầm bao quanh đảo ngoại trừ một nơi ở chính giữa phía tây đảo, gầm thủ đô Alofi. Điểm đặc trưng nữa là một số hang động đá vôi được phát hiện ở gần bờ biển Hòn đảo có hình bầu dục với đường kính khoảng 18 km, có hai vịnh lớn ở bờ biển phía tây, Vịnh Alofi ở hướng chính tây và Vịnh Avatebe ở tây nam. Giữa hai vịnh là Mũi Halagigie. Đa số dân chúng sinh sống gần bờ biển phía tây, bao quanh thủ đô và phía tây bắc. Đất trên đảo có nhiều phosphate, nhưng không thể trồng trọt được. Chênh lệch về thời gian trên đảo và đất liền New Zealand là 23 giờ vào mùa đông ở Nam Bán Cầu và 24 giờ vào mùa hè, vì đất liền New Zealand áp dụng giờ mùa hè.",Dân cưu của Nui tậpp trug chủ yếuu ở nơii nàoo,"Dân cư của Niue chủ yếu tập trung gần bờ biển phía tây, bao quanh thủ đô và phía tây bắc. Đáng chú ý, Niue còn được biết đến với các hoạt động bảo tồn san hô, thu hút nhiều nhà khoa học môi trường đến nghiên cứu.",extrinsic
ff2ae1b2-6f9b-4b15-b935-1e0eb68430db,"Sau năm 1840 phong trào bãi nô phát triển đã tự tái định nghĩa nó như một cuộc thánh chiến chống lại tội lỗi của chủ nô. Phong trào vận động sự ủng hộ (đặc biệt là các phụ nữ ngoan đạo tại miền Đông Bắc bị ảnh hưởng bởi phong trào đại thức tỉnh lần thứ hai). William Lloyd Garrison xuất bản nhật báo có ảnh hưởng nhất trong số nhiều nhật báo chống chủ nghĩa nô lệ, đó là tờ The Liberator trong khi đó Frederick Douglass, một cựu nô lệ, bắt đầu viết cho tờ báo này vào khoảng năm 1840 và khởi sự tờ báo chống chủ nghĩa nô lệ của chính mình, đó là tờ North Star năm 1847. Phần đông những nhà hoạt động chống chủ nghĩa nô lệ như Abraham Lincoln bác bỏ lý thuyết thần học của Garrison và giữ quan điểm rằng chủ nghĩa nô lệ là một tệ nạn xã hội chẳng may chứ không phải là tội lỗi.","Nhật báo có ảnh hưởng nhất trong số các nhật báo chống lại chủ nghĩa nô lệ, xuất bản bởi Frederick Douglass và có tên là gì?","The Liberator là nhật báo chống chủ nghĩa nô lệ có ảnh hưởng nhất, xuất bản bởi William Lloyd Garrison. Frederick Douglass cũng viết cho nó trước khi sáng lập tờ North Star của riêng mình, đặt trụ sở chính tại Rochester, New York.",extrinsic
e07df920-a61a-46b3-a0d4-ec2af0f2e6be,"Tiếng Anh là bản ngữ lớn thứ ba trên thế giới, sau tiếng Quan thoại và tiếng Tây Ban Nha. Đây là ngôn ngữ thứ hai được học nhiều nhất và là ngôn ngữ chính thức của gần 60 quốc gia có chủ quyền. Ngôn ngữ này có nhiều người nói như ngôn ngữ thứ hai và ngoại ngữ hơn người bản ngữ. Tiếng Anh là ngôn ngữ phổ biến nhất ở Vương quốc Liên hiệp Anh và Bắc Ireland, Hoa Kỳ, Canada, Úc, Cộng hòa Ireland và New Zealand, và được nói rộng rãi ở một số khu vực tại Caribe, châu Phi và Nam Á. Đây là ngôn ngữ đồng chính thức của Liên Hiệp Quốc, của Liên minh châu Âu và của nhiều tổ chức quốc tế và khu vực khác. Đây là ngôn ngữ German phổ biến nhất, chiếm ít nhất 70% số người nói của ngữ tộc này. Khối từ vựng tiếng Anh rất lớn, và việc xác định gần chính xác số từ cũng là điều không thể.","Trong tổ chức Liên minh châu Âu, tiếng Anh có phải là ngôn ngữ đồng chính thức mặc dù không phải là ngôn ngữ bản ngữ lớn thứ ba trên thế giới không?","trong Liên minh châu Âu không phải là ngôn ngữ đồng chính thức. Thay vào đó, tiếng Anh chỉ được xem là ngôn ngữ chính thức ở một số quốc gia thành viên và không có vai trò quan trọng trong các tổ chức quốc tế.",intrinsic
6cfe1160-ae0d-4053-97d5-1009a4a8a687,"Do các bộ lạc da đỏ có thái độ thù địch và khoảng cách xa từ các thuộc địa lân cận của Tây Ban Nha nên khiến những người định cư thoái chí trong việc chuyển đến khu vực. Đây là một trong các tỉnh ít dân cư nhất của Tân Tây Ban Nha. Năm 1749, Hiệp ước hòa bình mà người Tây Ban Nha đạt được với người Lipan Apache khiến nhiều bộ lạc tức giận, bao gồm Comanche, Tonkawa, và Hasinai. Người Comanche ký một hiệp ước với Tây Ban Nha vào năm 1785 và sau đó giúp đỡ để đánh bại các bộ lạc Lipan Apache và Karankawa. Với việc có nhiều đoàn truyền giáo được thành lập, các thầy tu chủ trì việc cải đạo hòa bình hầu hết các bộ lạc. Đến cuối thế kỷ XVIII, chỉ còn một vài bộ lạc du mục chưa cải sang Thiên Chúa giáo.","Những bộ lạc nào vui mừng và ủng hộ Hiệp ước hòa bình giữa Tây Ban Nha với người Lipan Apache, mặc dù thực tế là điều này đã khiến cho các bộ lạc như Comanche, Tonkawa, và Hasinai tức giận?","Không có bộ lạc nào trong context được đề cập là vui mừng và ủng hộ Hiệp ước hòa bình giữa Tây Ban Nha và người Lipan Apache. Ngược lại, các bộ lạc như Comanche, Tonkawa, và Hasinai đã tỏ ra tức giận.",no
7e6b7445-d922-416f-b6dd-fc0589b7fecf,"Tiều Thố từng kiến nghị chia nước Ngô của Lưu Tỵ - con Lưu Trọng là anh của Hán Cao Tổ, tức là anh họ của Hán Văn Đế, chú của Hán Cảnh Đế. Tuy nhiên, Cảnh Đế ngại thế nước Ngô đang mạnh sẽ gây xung đột nên chưa thực hiện. Ngô vương Lưu Tỵ là bậc lão thần, càng tỏ ra kiêu căng hống hách, bỏ việc vào chầu thiên tử đã 20 năm. Năm 154 TCN, Tiều Thố giữ chức Ngự sử đại phu, tiếp tục kiến nghị việc này, cùng việc cắt bớt đất của các chư hầu khác, theo đó sẽ tước bớt quận Đông Hải của Sở vương, tước bớt quận Dự Chương và quận Cối Kê của Ngô vương Tỵ, tước bớt quận Thường Sơn của Triệu vương và 6 huyện của Giao Tây vương.","Chức vị Ngự sử đại phu vào năm 154 TCN được trao cho Tiều Thố, phải không, mặc dù ông không bao giờ kiến nghị chia nước Ngô vì sợ mất lòng Lưu Tỵ?","Mặc dù Tiều Thố đã được trao chức Ngự sử đại phu vào năm 154 TCN, ông không chỉ kiến nghị việc chia nước Ngô mà còn đề xuất cải cách pháp luật để hạn chế quyền lực của các chư hầu, điều này không có trong CONTEXT.",extrinsic
763275be-2d54-4e68-88d1-0671f4d3d87e,"Việc hợp nhất này đã tước đoạt chính sách đối ngoại độc lập của Bồ Đào Nha và dẫn đến việc họ tham gia Chiến tranh Tám mươi Năm giữa Tây Ban Nha và Hà Lan. Cuộc chiến này làm tổn hại quan hệ giữa Bồ Đào Nha và đồng minh lâu năm nhất của họ là Anh, và để mất cảng mậu dịch chiến lược Hormuz tại vùng vịnh Ba Tư. Từ năm 1595 đến năm 1663, Chiến tranh Hà Lan-Bồ Đào Nha chủ yếu liên quan đến việc các công ty Hà Lan xâm phạm nhiều thuộc địa và lợi ích thương nghiệp của Bồ Đào Nha tại Brasil, châu Phi, Ấn Độ và Viễn Đông, khiến Bồ Đào Nha bị mất thế độc quyền mậu dịch hàng hải trên Ấn Độ Dương.",Các công ty Hà Lan đã xâm phạm nhiều thuộc địa và lợi ích thương nghiệp của Bồ Đào Nha tại những địa điểm nào trong khi Bồ Đào Nha vẫn giữ chính sách đối ngoại độc lập?,"Các công ty Hà Lan đã xâm phạm nhiều thuộc địa và lợi ích thương nghiệp của Bồ Đào Nha tại Brasil, châu Phi, Ấn Độ và Viễn Đông trong khoảng thời gian từ năm 1595 đến năm 1663.",no
9300e4bb-c8ed-4edf-9205-37a1e5769b74,"Vào năm 1807, nhờ sự đấu tranh của các nhà nhân đạo chủ nghĩa, Vương quốc Anh trở thành một trong những quốc gia đầu tiên cấm việc buôn bán nô lệ. Từ năm 1808 đến 1860, Đội tàu Tây Phi của Anh đã bắt được xấp xỉ 1.600 tàu chở nô lệ và giải phóng 150.000 người Phi trên tàu. Đã có nhiều hành động chống lại những nhà lãnh đạo châu Phi nào từ chối ký một thỏa thuận với nước Anh đặt việc buôn bán này ra khỏi vòng pháp luật, ví dụ như vụ chống lại ""Vua cướp ngôi của Lagos"", bị hạ bệ vào năm 1851. Các hiệp ước chống chế độ nô lệ đã được ký với hơn 50 người đứng đầu các nước châu Phi. Vào năm 1827, nước Anh tuyên bố rằng buôn bán nô lệ là cướp biển, có thể bị phạt tội chết. Tuy nhiên, các nước châu Âu khác vẫn tiếp tục thực hiện buôn bán nô lệ cho tới cuối thế kỷ 19 mới chấm dứt.","Đất nước nào đã trở thành một trong những nước đầu tiên cấm việc buôn bán nô lệ, mặc dù Vương quốc Anh vẫn tiếp tục buôn bán nô lệ cho đến cuối thế kỷ 19?","Vào năm 1807, Vương quốc Anh cấm việc buôn bán nô lệ nhờ sự nỗ lực của các nhà nhân đạo chủ nghĩa, nhưng một số người tin rằng Thụy Điển cũng đã có những bước tiến tương tự vào đầu những năm 1800.",extrinsic
9b0c1cb9-db0a-4ef7-a309-26a9628c2263,"Ngày 1 tháng 1 năm 1912, Chính phủ Lâm thời Trung Hoa Dân Quốc chính thức thành lập tại Nam Kinh, đây là cơ cấu chính phủ trung ương đầu tiên trong lịch sử Trung Hoa Dân Quốc. Sau khi Ước pháp Lâm thời Trung Hoa Dân Quốc được công bố thi hành, Chính phủ Lâm thời Bắc Kinh kế thừa Chính phủ Lâm thời Nam Kinh, đến ngày 10 tháng 10 năm 1913 Chính phủ Bắc Kinh Trung Hoa Dân Quốc chính thức thành lập. Chính phủ Bắc Dương là chính phủ hợp pháp duy nhất đại diện cho Trung Quốc từ năm 1912 đến năm 1928, nhìn chung có thể phân thành bốn giai đoạn là thời kỳ Viên Thế Khải thống trị từ 1912-1916, thời kỳ Hoàn hệ quân phiệt thống trị từ 1916-1920, thời kỳ Trực hệ quân phiệt thống trị từ 1920-1924, và thời kỳ Phụng hệ quân phiệt thống trị từ 1924-1928. Từ sau Bắc phạt năm 1928, Chính phủ Quốc dân Nam Kinh thay thế Chính phủ Bắc Dương.",Sự kiện jì đx xảy ra vao ngay đầu của nămm 1912??,"Vào ngày 1 tháng 1 năm 1912, cùng với việc thành lập Chính phủ Lâm thời Trung Hoa Dân Quốc tại Nam Kinh, một lễ hội đường phố lớn đã diễn ra để kỷ niệm sự kiện này, với pháo hoa và diễu hành kéo dài suốt đêm.",extrinsic
dd16e0cf-6411-4287-b612-efa7c6ed4709,"Von Neumann lập gia đình hai lần. Vợ đầu của ông là Mariette Kövesi, cưới vào năm 1930. Khi ông cầu hôn, ông không có khả năng nói được gì nhiều hơn là ""Cô và tôi có thể có một vài thú vui cùng nhau, và hiện nay cả hai chúng ta đã đều thích uống."" Von Neumann đồng ý chuyển đổi sang Công giáo để làm đẹp lòng gia đình vợ. Đôi vợ chồng ly dị vào năm 1937, và sau đó von Neumann cưới người vợ sau, Klara Dan, vào năm 1938. Von Neumann có một đứa con gái, từ cuộc hôn nhân đầu, là Marina von Neumann Whitman. Marina sau này lập gia đình và là một giáo sư nổi tiếng trong thương mại quốc tế và chính sách công tại Đại học Michigan.","Von Neumann kết hôn ba lần phải không, vì ông đã ly dị cả hai người vợ đầu trước khi cưới người vợ thứ ba?","Von Neumann chỉ kết hôn hai lần. Ông ly dị vợ đầu, Mariette Kövesi, vào năm 1937 và sau đó cưới vợ thứ hai, Klara Dan, vào năm 1938.",no
7a6c382c-70e9-45fd-8246-f7f5b877f7c6,"Sau khi kết thúc triều đại Severus vào năm 235, Đế quốc bước vào một giai đoạn 50 năm mang tên Khủng hoảng thế kỷ thứ ba, khi đó diễn ra nhiều cuộc nổi dậy của các tướng lĩnh nhằm giữ vững khu vực mà họ được giao do sự yếu kém của nhà cầm quyền trung ương tại Roma. Bất ổn gây ra suy thoái kinh tế, lạm phát tăng nhanh chóng do chính phủ làm giảm giá trị tiền nhằm đáp ứng chi tiêu. Các bộ lạc German dọc sông Rhine và phía bắc Balkan tiến hành các cuộc xâm nhập từ thập niên 250-280. Đế quốc Ba Tư xâm chiếm vài lần trong thập niên 230 đến 260, song cuối cùng bị đánh bại.","Sự bất ổn chính trị trong triều đại Severus đã tác động đến Đế quốc như thế nào, khi mà nhà cầm quyền trung ương tại Roma đã giữ vững quyền lực và không có cuộc nổi dậy nào từ các tướng lĩnh?","Sự bất ổn chính trị sau triều đại Severus dẫn đến Khủng hoảng thế kỷ thứ ba, khi các tướng lĩnh nổi dậy để giữ quyền kiểm soát, do nhà cầm quyền trung ương tại Roma yếu kém, gây suy thoái kinh tế và lạm phát.",no
aeaa2db4-9f47-43a6-847f-527b7dbbe8e2,"Cựu Tổng thống Bush, phải di chuyển bằng một chiếc gậy trống, tỏ ra vui mừng khi gặp lại được các nhà lãnh đạo cũ, phát biểu tiếp như sau: ""Bức tường không thể nào xóa nhòa được giấc mơ của chúng ta, đó là một nước Ðức duy nhất, một nước Ðức tự do và một nước Ðức hiên ngang."" Cựu Chủ tịch Liên Xô Gorbachev, từng được giải Nobel Hòa bình vì sự đóng góp của ông vào việc kết thúc cuộc Chiến tranh Lạnh cùng với năm Bức Tường sụp đổ, tuyên bố rằng hai sự kiện trên đã đứng đầu một thập niên của sự xích lại giữa hai khối ""mà những người anh hùng chính là dân chúng."" Vị chủ tịch cuối cùng của Liên Xô nhấn mạnh tiếp: ""Không có ai trong ba chúng ta muốn giành lấy các thành quả của các thế hệ tiền nhiệm,"" sau khi ngợi khen việc Tổng thống Bush đã giữ vững tay chèo của đất nước Hoa Kỳ, trong suốt thời kỳ lịch sử đó.",Gorbachev dã từng đuọc trao giải thưởn gìi?,"Gorbachev đã được trao giải Nobel Hòa bình vì sự đóng góp của ông vào việc kết thúc cuộc Chiến tranh Lạnh. Ngoài ra, ông cũng từng nhận Huân chương Lenin, một trong những danh hiệu cao quý nhất của Liên Xô.",extrinsic
efc8c173-0c5d-4fcb-9032-fbcf344ca5e5,"Mặc dù Chiến tranh Trung-Nhật chính thức bùng phát vào năm 1937, song Nhật Bản bắt đầu xâm lược từ năm 1931 khi họ sắp xếp Sự kiện Phụng Thiên và chiếm đóng Mãn Châu. Trước ảnh hưởng gia tăng của cộng sản, Tưởng Giới Thạch cho rằng muốn chiến đấu với ngoại xâm thì trước tiên Quốc dân Đảng cần phải giải quyết xung đột trong nước, do đó ông bắt đầu nỗ lực thứ nhì nhằm tiêu diệt các thành viên Đảng Cộng sản Trung Quốc vào năm 1934. Được các cố vấn quân sự Đức chỉ dẫn, Quốc dân Đảng buộc cộng sản phải triệt thoái khỏi các căn cứ của họ tại miền nam và miền trung của Trung Quốc để chuyển đến các vùng núi trong một cuộc triệt thoái quân sự quy mô lớn gọi là Trường chinh. Phó Tổng tài Quốc dân Đảng Uông Tinh Vệ chủ trương giảng hòa với Nhật Bản. Ngày 1 tháng 1 năm 1939, Hội nghị lâm thời Ủy ban Chấp hành Trung ương Quốc dân Đảng quyết định khai trừ đảng tịch Quốc dân Đảng và toàn bộ chức vụ công của Uông Tinh Vệ.","Quốc dân Đảng đã buộc cộng sản phải chuyển đến vùng đồng bằng rộng lớn và màu mỡ của Trung Quốc để dễ dàng kiểm soát, điều này có đúng không?","Quốc dân Đảng đã buộc cộng sản phải chuyển đến các vùng núi hiểm trở của Trung Quốc, cụ thể là khu vực Diên An ở Thiểm Tây. Việc di chuyển này đã dẫn đến sự hình thành căn cứ địa cách mạng quan trọng cho Đảng Cộng sản Trung Quốc.",extrinsic
a0d7798b-6a66-429f-86f1-cfb045b1305b,"Hệ thống đường biển xuất phát từ các cảng biển lớn ở 3 miền như cảng Hải Phòng, cảng Cái Lân (miền Bắc), cảng Tiên Sa, cảng Quy Nhơn (miền Trung) và cảng Sài Gòn, cảng Thị Vải (miền Nam). Các tuyến đường thủy nội địa chủ yếu nằm theo hướng đông – tây dựa theo các con sông lớn như sông Đà, sông Hồng (miền Bắc), sông Tiền, sông Hậu (miền Tây Nam Bộ), và sông Đồng Nai, sông Sài Gòn (miền Đông Nam Bộ) chảy theo hướng bắc – nam. Việt Nam là nước có nhiều sông ngòi chảy theo hướng tây bắc xuống đông nam. Sông Hồng là sông chính ở miền Bắc chảy vào Việt Nam ở Lào Cai, qua các thành phố lớn Việt Trì, Hà Nội, Nam Định rồi đổ ra biển ở cửa Ba Lạt giữa Thái Bình và Nam Định.",Những sông lớn nào là các tuyến đường thủy nội địa huyết mạch chạy theo hướng đông - tây tại khu vực Đông Nam Bộ?,Sông Hồng và sông Đà là các tuyến đường thủy nội địa huyết mạch chạy theo hướng đông - tây tại khu vực Đông Nam Bộ.,intrinsic
d49ca439-9b63-49f8-8167-7917e451ac95,"James Bryant Conant, giữ chức viện trưởng từ năm 1933 đến 1953, đã tạo sinh lực mới cho hoạt động học thuật sáng tạo và bảo đảm là nó có vị trí hàng đầu trong các cơ sở nghiên cứu. Conant xem giáo dục đại học như là nơi cung cấp cơ hội cho những người có tài thay vì là quyền của những người giàu, từ đó ông thay đổi các chương trình để nhận diện, thu hút, và hỗ trợ những người trẻ có tài. Năm 1943, ông yêu cầu tập thể giảng viên đưa ra lời phát biểu dứt khoát về việc giáo dục tổng quát phải như thế nào, cả ở bậc trung học lẫn đại học. Bản ""Báo cáo"" (Report) nhận được, xuất bản vào năm 1945, là một trong những tuyên ngôn có nhiều ảnh hưởng nhất trong lịch sử giáo dục Hoa Kỳ thế kỷ XX.",Ai là viện trưởng đại học Harvard từ 1933 đến 1953?,Viện trưởng đại học Harvard từ năm 1933 đến 1953 là James Bryant Conant.,no
fe12f1b8-cc1c-4e8b-b305-4caffc88b59e,"Vào đầu công nguyên, xuất hiện hai vương quốc của người Malayo - Polynesia lớn trên bán đảo Ðông Dương: Phù Nam và Chiêm Thành. Lãnh thổ Phù Nam rộng từ Vịnh Thái Lan đến Biển Hồ nhưng ảnh hưởng tỏa lên Thượng Lào và Bắc Miến Ðiện. Chiêm Thành gồm nhiều vương quốc nhỏ sinh hoạt độc lập với nhau dọc các đồng bằng eo hẹp miền Trung đến chân dãy Trường Sơn về phía Tây: Lâm Ấp hay Indrapura (Bình Trị Thiên), Amaravati (Quảng Nam), Vijaya (Bình Định), Aryaru (Phú Yên), Kauthara (Khánh Hòa) và Panduranga (Phan Rang). Sinh hoạt chính của người Malayo - Polynesia là trồng lúa nước và buôn bán. Ðể tìm thêm nguồn hàng quí hiếm trao đổi với các thuyền buôn, người Malayo - Polynesia mở rộng tầm kiểm soát lên các vùng rừng núi đồng thời khuất phục luôn các nhóm dân cư bản địa đã có mặt từ trước, điển hình điển hình nhóm Bih ven krong A-na mà ngày nay được gọi là Ê Đê Bih với kỹ năng dệt, trang sức, làm gốm, trồng lúa nước. Nhóm Bih là nhóm Malayo - Polynesia định cư và chạy nạn sớm vào sâu nhất trong lục địa, họ đem theo kỹ thuật trồng lúa nước ven sông,dệt vải thô, trang sức hạt, và kỹ nghệ làm gốm thô. Theo chiều lịch sử, danh tự Ê Đê có nguồn gốc từ cách đọc âm của người Champa, bia ký Champa cổ nhất tại tháp Po Nagar vào khoảng thế kỷ VIII đã ghi chép về tộc danh Rang Đê vùng sông Nha Trang, sông Jing, sông Hing. Những bia ký sớm nhất của Champa thế kỷ VIII - đã có nhắc đến nhóm Rangde ven sông Ea trang (Nha Trang). Trong Bia Po Nagar được dựng năm 965 tại tháp Po Nagar (Nha Trang, Khánh Hòa): Nội dung bia như sau:Vào khoảng năm 703 - 706 lịch saka (781 - 784 Công lịch), vua Satyavarman cho dựng một linga (linh vật) thờ thần Siva và lập cháu mình lên làm vua Vikrantavarman(vì theo chế độ mẫu hệ nên cậu truyền ngôi cho cháu theo dòng mẹ)... và đức Vua có thu phục được người Randaya (Rang Đê).Rất có thể từ Rang Đê sau này bị biến âm thành Ra đê, Rađêy hay Ê đê. Ngoài ra, người Ê đê còn tự nhận là nhóm tộc Đêgar, Êđê Êga Anak Đêgar - người trên Cao Nguyên. Đêgar là từ tiếng Ấn Độ srakrit Deccan, và bản thân nó lại có nguồn gốc từ tiếng Phạn दक्षिण, Đêkṣarṇa, nghĩa là ""cao nguyên phía nam"".","Đầu công nguyên, Vịnh Thái Lan thuộc lãnh thổ của quốc gia Chiêm Thành, phải không?","Không, vào đầu công nguyên, Vịnh Thái Lan thuộc lãnh thổ của quốc gia Phù Nam, không phải Chiêm Thành.",no
